# Strange particle production in p+p collisions at sqrt(s) = 200 GeV
# B.I. Abelev et al., Phys. Rev. C 75, 064901 (2007)

# BEGIN PLOT
# END PLOT

## Figure 8: Corrected mid-rapidity pt-spectra for
## K0_short, K-, K+, Lambda,Lambda-bar, Xi{-},Xi{+}-bar, Omega{-}

# BEGIN HISTOGRAM pT_K0_short
AidaPath=/REF/STAR_2006_S6860818/d01-x01-y01
Title=Transverse momentum spectrum for $K^0_\text{s}$
0.2	0.3	9.450693e-02	1.083105e-02
0.3	0.4	8.428343e-02	8.619222e-03
0.4	0.5	5.985572e-02	3.344795e-03
0.5	0.6	4.256469e-02	1.855213e-03
0.6	0.7	2.905828e-02	1.262771e-03
0.7	0.8	2.023203e-02	8.853511e-04
0.8	0.9	1.390110e-02	6.451209e-04
0.9	1.0	9.356103e-03	4.666288e-04
1.0	1.2	5.683391e-03	2.487966e-04
1.2	1.4	2.632125e-03	1.617945e-04
1.4	1.6	1.476409e-03	1.248477e-04
1.6	1.8	8.274778e-04	8.914326e-05
1.8	2.0	4.028623e-04	5.001850e-05
2.0	2.2	2.296632e-04	1.975087e-05
2.2	2.4	1.307401e-04	1.198653e-05
2.4	2.6	7.523826e-05	8.758633e-06
2.6	2.8	4.429280e-05	4.587994e-06
2.8	3.0	2.533013e-05	3.375297e-06
3.0	3.5	1.345321e-05	1.445964e-06
3.5	4.0	2.719873e-06	4.852118e-07
4.0	4.5	1.486436e-06	3.189167e-07
4.5	5.0	6.420951e-07	2.048063e-07
# END HISTOGRAM

# BEGIN HISTOGRAM pT_Kminus
AidaPath=/REF/STAR_2006_S6860818/d01-x02-y01
Title=Transverse momentum spectrum for $K^-$
0.2	0.3	1.182605e-01	1.586194e-02
0.3	0.4	7.469183e-02	9.166660e-03
0.4	0.5	5.828065e-02	5.160243e-03
0.5	0.6	4.217863e-02	8.339929e-03
0.6	0.7	3.165451e-02	3.378506e-03
0.7	0.8	1.764729e-02	4.886263e-03
0.8	1.0	1.014986e-02	3.382111e-03
1.0	1.2	5.017771e-03	1.648691e-03
1.2	1.4	2.467936e-03	5.562075e-04
1.4	1.6	1.359964e-03	2.764314e-04
1.6	2.0	6.415048e-04	8.446194e-05
2.0	2.4	1.138796e-04	8.058133e-05
# END HISTOGRAM

# BEGIN HISTOGRAM pT_Kplus
AidaPath=/REF/STAR_2006_S6860818/d01-x03-y01
Title=Transverse momentum spectrum for $K^+$
0.2	0.3	1.054165e-01	1.412239e-02
0.3	0.4	8.238629e-02	1.008496e-02
0.4	0.5	6.377035e-02	5.617577e-03
0.5	0.6	4.658788e-02	9.213326e-03
